Property_id,Offer,URL,Property_type,Price,Include_w_e,Title,Area,Governorate,Beds,Baths,Size,Availability_date,Agent_name,Agency,Amenities
7063,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-northern-governorate-sehla-778249.html,Apartment,"BHD51,500",Exclusive,Flat for sale in Northern Sehla,Sehla,Northern Governorate,2,2,"1,163 sqft / 108 sqm",,Sayed Sadiq Madan,Grnata,1
7064,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-778027.html,Apartment,"BHD95,000",Exclusive,luxury Flat for rent in Amwaj,Amwaj Islands,Muharraq Governorate,2,2,969 sqft / 90 sqm,,HUSAIN ALZAKI,Grnata,1
7065,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-al-juffair-776871.html,Apartment,"BHD35,000",Exclusive,Ready for Investment - Spacious - Well Maintained,Al Juffair,Capital Governorate,studio,1,560 sqft / 52 sqm,3 Mar 2024,Anil Kumar,Pegasus Real Estate,13
7066,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-hamala-776869.html,Land,"BHD53,000",Exclusive,"RHA Row Housing Residentail A Land       ,",Hamala,Northern Governorate,0,0,"1,862 sqft / 173 sqm",28 Feb 2024,Ehab Naser,Boon Real Estate,1
7067,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-775875.html,Apartment,"BHD75,000",Exclusive,"Flat for sale in Amwaj MUHARRAQ, Bahrain",Amwaj Islands,Muharraq Governorate,2,2,"1,496 sqft / 139 sqm",,Sayed Sadiq Madan,Grnata,1
7068,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-capital-governorate-nabih-saleh-775496.html,Land,"BHD272,754",Exclusive,SP LAND IN GREAT LOCATION              .,Nabih Saleh,Capital Governorate,0,0,"10,097 sqft / 938 sqm",12 Sep 2023,Ehab Naser,Boon Real Estate,
7069,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-hamala-775274.html,Land,"BHD49,000",Exclusive,"Land For Sale In Al Hamala , The Price Is 49,000.",Hamala,Northern Governorate,0,0,"1,776 sqft / 165 sqm",,Ali Najah,Grnata,
7070,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-northern-governorate-hamad-town-775272.html,Villa,"BHD160,000",Exclusive,"Villa For Sale In Hamad Town , The Price Is 160,000",Hamad Town,Northern Governorate,5,5,"3,229 sqft / 300 sqm",,Ali Najah,Grnata,
7071,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-northern-governorate-hamad-town-775270.html,Villa,"BHD160,000",Exclusive,"Villa For Sale In Hamad Town , The Price Is 160,000",Hamad Town,Northern Governorate,5,5,"3,229 sqft / 300 sqm",,Ali Najah,Grnata,
7072,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-775234.html,Apartment,"BHD97,000",Exclusive,flat for sale an amwaj,Amwaj Islands,Muharraq Governorate,2,3,"1,410 sqft / 131 sqm",,Ali Almawlani,Grnata,1
7073,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-northern-governorate-jeblat-hebshi-775137.html,Apartment,"BHD55,000",Exclusive,FLAT FOR RENT IN JABALAT HABSHI,Jeblat Hebshi,Northern Governorate,3,2,"1,023 sqft / 95 sqm",,Husain Rabea,Grnata,1
7074,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-dilmunia-island-the-treasure-775096.html,Apartment,"BHD49,000",Exclusive,Modern Furnished Apartment with Balcony,"The Treasure, Dilmunia Island",Muharraq Governorate,1,2,947 sqft / 88 sqm,,Mirna Kamal,Carlton Real Estate,9
7075,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-muharraq-governorate-hidd-774784.html,Land,"BHD136,800",Exclusive,Residential | Near to Beacon School | Hidd,Hidd,Muharraq Governorate,0,0,"4,715 sqft / 438 sqm",25 Feb 2024,Abdulla Alkhan,Seniors Real Estate,
7076,Buy,https://www.propertyfinder.bh/en/plp/buy/whole-building-for-sale-muharraq-governorate-busaiteen-774760.html,Whole Building,"BHD3,500,000",Exclusive,"Investment opportunity, strategic location",Busaiteen,Muharraq Governorate,3,3,"18,169 sqft / 1,688 sqm",26 Feb 2024,Ahmed Alabassi,Vincci Property Management,10
7077,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-manama-bahrain-financial-harbour-774649.html,Apartment,"BHD350,000",Exclusive,luxury bent house for sale @ bahrain harbour,"Bahrain Financial Harbour, Manama",Capital Governorate,2,4,"2,077 sqft / 193 sqm",,Hussain Al Oraibi,Grnata,1
7078,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-central-governorate-salmabad-774547.html,Apartment,"BHD45,000",Exclusive,flat for sale in Salmabad 117 SQM 3 Bedrooms,Salmabad,Central Governorate,3,2,"1,259 sqft / 117 sqm",,Mohamed Jameel,Grnata,1
7079,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-al-juffair-774535.html,Apartment,"BHD65,000",Exclusive,flat for sale in Juffair 170 SQM 3 Bedroom,Al Juffair,Capital Governorate,3,2,"1,830 sqft / 170 sqm",,Mohamed Jameel,Grnata,1
7080,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-hidd-774190.html,Apartment,"BHD85,000",Exclusive,luxury Flat for sale in Hidd area,Hidd,Muharraq Governorate,2,2,"1,324 sqft / 123 sqm",,Husain A. Jalil,Grnata,1
7081,Buy,https://www.propertyfinder.bh/en/plp/buy/townhouse-for-sale-muharraq-governorate-hidd-773984.html,Townhouse,"BHD70,000",Exclusive,5BR two story House for Sale in hidd,Hidd,Muharraq Governorate,5,4,"1,507 sqft / 140 sqm",22 Feb 2024,Rashed Alnaham,Al Naham Real Estate,
7082,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-maqabah-773544.html,Land,"BHD180,093",Exclusive,Residential Land | Near SChristopher School,Maqabah,Northern Governorate,0,0,"5,457 sqft / 507 sqm",21 Feb 2024,Ahmed Al-AAli,Carlton Real Estate,
7083,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-hoora-773268.html,Apartment,"BHD48,000",Exclusive,luxury Flat for Sale in Hora area,Hoora,Capital Governorate,1,1,689 sqft / 64 sqm,,Jaafar Hasan,Grnata,1
7084,Buy,https://www.propertyfinder.bh/en/plp/buy/whole-building-for-sale-capital-governorate-hoora-773075.html,Whole Building,"BHD440,000",Exclusive,Building For Sale in Hoora,Hoora,Capital Governorate,0,0,"2,497 sqft / 232 sqm",,Ammar Abdulaal,Find Me Real Estate,
7085,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-muharraq-governorate-hidd-772472.html,Villa,"BHD195,000",Exclusive,Brand new specious 6BR Villa for sale in Hidd,Hidd,Muharraq Governorate,6,7+,"3,767 sqft / 350 sqm",19 Feb 2024,Rashed Alnaham,Al Naham Real Estate,1
7086,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-muharraq-governorate-hidd-772460.html,Land,"BHD122,063",Exclusive,"Land For Sale In HIDD , The Price Is 122,063",Hidd,Muharraq Governorate,0,0,"4,521 sqft / 420 sqm",,Ali Najah,Grnata,
7087,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-manama-sanabis-772459.html,Apartment,"BHD34,000",Exclusive,"Flat For Sale In Sanabis , The Price Is 34,000","Sanabis, Manama",Capital Governorate,studio,1,409 sqft / 38 sqm,,Ali Najah,Grnata,1
7088,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-al-juffair-772266.html,Apartment,"BHD50,000",Exclusive,Modern style apartment for sale,Al Juffair,Capital Governorate,2,2,"1,152 sqft / 107 sqm",,Bituin Sagum,Alforsa Real Estate,8
7089,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-bani-jamra-772150.html,Land,"BHD85,000",Exclusive,Residential land in great location  Bani Jamra,Bani Jamra,Northern Governorate,0,0,"2,519 sqft / 234 sqm",,Ahmed Al-AAli,Carlton Real Estate,
7090,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-bani-jamra-772143.html,Land,"BHD84,000",Exclusive,Residential land in great location  Bani Jamra,Bani Jamra,Northern Governorate,0,0,"2,465 sqft / 229 sqm",,Ahmed Al-AAli,Carlton Real Estate,
7091,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-al-juffair-772034.html,Apartment,"BHD95,000",Exclusive,FONTANA INFINITY/ SEA-CITY VIEW/ HIGH FLOOR/,Al Juffair,Capital Governorate,2,3,"1,130 sqft / 105 sqm",18 Feb 2024,Anil Kumar,Pegasus Real Estate,11
7092,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-diyar-al-muharraq-marassi-al-bahrain-771977.html,Apartment,"BHD80,000",Exclusive,Luxurious One Bedroom Flat in Marassi Al Bahrain,"Marassi Al Bahrain, Diyar Al Muharraq",Muharraq Governorate,1,1,646 sqft / 60 sqm,,Husain A. Jalil,Grnata,5
7093,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-muharraq-governorate-hidd-771784.html,Villa,"BHD172,000",Exclusive,Brand new Villa with 5BR for sale in Hidd,Hidd,Muharraq Governorate,5,7,"3,584 sqft / 333 sqm",17 Feb 2024,Rashed Alnaham,Al Naham Real Estate,1
7094,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-muharraq-governorate-hidd-771780.html,Villa,"BHD200,000",Exclusive,Luxury villa with 12-bedrooms for Sale in Hidd,Hidd,Muharraq Governorate,7+,7+,"3,229 sqft / 300 sqm",17 Feb 2024,Rashed Alnaham,Al Naham Real Estate,
7095,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-dilmunia-island-771698.html,Apartment,"BHD147,000",Exclusive,flat for sale in dilmunia island,Dilmunia Island,Muharraq Governorate,2,3,"1,830 sqft / 170 sqm",,Ali Nooh,Grnata,1
7096,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-central-governorate-salmabad-771696.html,Apartment,"BHD45,000",Exclusive,flat for sale in salmabad,Salmabad,Central Governorate,3,2,"1,259 sqft / 117 sqm",,Ali Nooh,Grnata,1
7097,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-771687.html,Apartment,"BHD110,000",Exclusive,Flat for sale in amwaj,Amwaj Islands,Muharraq Governorate,4,5,"2,293 sqft / 213 sqm",,Ali Nooh,Grnata,1
7098,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-771680.html,Apartment,"BHD57,000",Exclusive,Flat for sale in Amwaj,Amwaj Islands,Muharraq Governorate,2,2,"1,152 sqft / 107 sqm",,Ali AlMahafdha,Grnata,1
7099,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-al-juffair-771678.html,Apartment,"BHD42,000",Exclusive,Flat for sale in Al Fatih,Al Juffair,Capital Governorate,1,2,797 sqft / 74 sqm,,Ali AlMahafdha,Grnata,2
7100,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-muharraq-governorate-hidd-771486.html,Villa,"BHD350,000",Exclusive,10BR furnished luxury Villa for Sale in Hidd,Hidd,Muharraq Governorate,7+,7+,"4,607 sqft / 428 sqm",15 Feb 2024,Rashed Alnaham,Al Naham Real Estate,3
7101,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-muharraq-governorate-hidd-770854.html,Villa,"BHD205,000",Exclusive,فيلا مناسبة للعوائل الكبيرة | فيها 3 محلات مؤجرة,Hidd,Muharraq Governorate,7++ Maid,7+,"3,197 sqft / 297 sqm",22 Jan 2025,Abdulla Alkhan,Seniors Real Estate,4
7102,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-janabiya-770673.html,Land,"BHD154,000",Exclusive,"B3 Land For Sale in Janabiya, Size 408m2",Janabiya,Northern Governorate,0,0,"4,392 sqft / 408 sqm",,Ammar Abdulaal,Find Me Real Estate,
7103,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-770636.html,Land,"BHD186,898",Exclusive,FREE HOLD LAND IN AMWAJ AT PRIME LOCATION,"Amwaj Avenue, Amwaj Islands",Muharraq Governorate,0,0,"8,127 sqft / 755 sqm",13 Feb 2024,Ehab Naser,Boon Real Estate,
7104,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-karzakkan-770634.html,Land,"BHD105,000",Exclusive,"RB Land For Sale in Karzakkan, Size 367.9m2",Karzakkan,Northern Governorate,0,0,"3,950 sqft / 367 sqm",,Ammar Abdulaal,Find Me Real Estate,
7105,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-saar-770408.html,Land,"BHD235,137",Exclusive,Residential land for sale located in -Saar,Saar,Northern Governorate,0,0,"9,795 sqft / 910 sqm",,Hesham Ismaeel,Carlton Real Estate,
7106,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-al-juffair-770398.html,Apartment,"BHD75,000",Exclusive,Flat for sale in Juffair with strategic location,Al Juffair,Capital Governorate,2,2,"1,206 sqft / 112 sqm",,Sayed Sadiq Madan,Grnata,1
7107,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-northern-governorate-sehla-770396.html,Apartment,"BHD51,500",Exclusive,Flat for sale in northern Sehla,Sehla,Northern Governorate,2,2,"1,163 sqft / 108 sqm",,Sayed Sadiq Madan,Grnata,1
7108,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-northern-governorate-sehla-770395.html,Apartment,"BHD50,500",Exclusive,Flat for sale in Sehla with special location,Sehla,Northern Governorate,2,2,"1,163 sqft / 108 sqm",,Sayed Sadiq Madan,Grnata,1
7109,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-muharraq-governorate-arad-770219.html,Land,"BHD147,251",Exclusive,"Residential land (RA) for sale, located in Arad",Arad,Muharraq Governorate,0,0,"4,908 sqft / 456 sqm",,Hesham Ismaeel,Carlton Real Estate,
7110,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-diraz-770177.html,Land,"BHD113,619",Exclusive,"Residential land (RA) for sale, located in Diraz",Diraz,Northern Governorate,0,0,"3,660 sqft / 340 sqm",,Hesham Ismaeel,Carlton Real Estate,
7111,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-sadad-770169.html,Land,"BHD93,000",Exclusive,Residential land (RA) For Sale in Sadad area,Sadad,Northern Governorate,0,0,"3,240 sqft / 301 sqm",,Hesham Ismaeel,Carlton Real Estate,
7112,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-karzakkan-770165.html,Land,"BHD110,882",Exclusive,"Residential land for sale,located in Karzkkan area",Karzakkan,Northern Governorate,0,0,"3,950 sqft / 367 sqm",,Hesham Ismaeel,Carlton Real Estate,
7113,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-malkiyah-770162.html,Land,"BHD140,000",Exclusive,Residential land for sale located in -Malkiyah,Malkiyah,Northern Governorate,0,0,"5,403 sqft / 502 sqm",,Hesham Ismaeel,Carlton Real Estate,
7114,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-central-governorate-tubli-768542.html,Land,"BHD112,322",Exclusive,Residential land (RB) For Sale in Tubli area,Tubli,Central Governorate,0,0,"4,489 sqft / 417 sqm",,Hesham Ismaeel,Carlton Real Estate,
7115,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-jidhafs-768449.html,Land,"BHD207,000",Exclusive,Residential land located  in Jidhafs,Jidhafs,Northern Governorate,0,0,"10,904 sqft / 1,013 sqm",,Ahmed Al-AAli,Carlton Real Estate,
7116,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-central-governorate-tubli-768435.html,Land,"BHD132,000",Exclusive,Residential land located in Tubli,Tubli,Central Governorate,0,0,"4,725 sqft / 439 sqm",,Ahmed Al-AAli,Carlton Real Estate,
7117,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-sehla-768378.html,Land,"BHD151,333",Exclusive,"Residential land (RB) for sale, located in Sehla",Sehla,Northern Governorate,0,0,"5,210 sqft / 484 sqm",,Hesham Ismaeel,Carlton Real Estate,
7118,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-diyar-al-muharraq-marassi-al-bahrain-768349.html,Apartment,"BHD165,000",Exclusive,Brand New | Sea &amp; Pool View | Very Elegant,"Marassi Al Bahrain, Diyar Al Muharraq",Muharraq Governorate,3,3,"1,615 sqft / 150 sqm",,Mirna Kamal,Carlton Real Estate,11
7119,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-bu-quwah-768087.html,Land,"BHD86,297",Exclusive,LAND FOR SALE IN BU QUWAH,Bu Quwah,Northern Governorate,0,0,"2,390 sqft / 222 sqm",,Husain Rabea,Grnata,
7120,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-karrana-768020.html,Land,"BHD307,936",Exclusive,Residential Land for Sale in Karranah Area,Karrana,Northern Governorate,0,0,"25,661 sqft / 2,384 sqm",,Ahmed Al-AAli,Carlton Real Estate,
7121,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-southern-governorate-askar-767870.html,Land,"BHD99,432",Exclusive,"Land For Sale in Ras Hayyan The Price Is 99,432",Askar,Southern Governorate,0,0,"3,972 sqft / 369 sqm",,Ali Najah,Grnata,
7122,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-central-governorate-maameer-767869.html,Land,"BHD162,000",Exclusive,"Land For Sale in MA&#39;AMEER The Price Is 162,000",Maameer,Central Governorate,0,0,"6,114 sqft / 568 sqm",,Ali Najah,Grnata,
7123,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-al-markh-767857.html,Land,"BHD926,541",Exclusive,"Land For Sale in Al Markh The Price Is 926,541",Al Markh,Northern Governorate,0,0,"54,498 sqft / 5,063 sqm",,Ali Najah,Grnata,
7124,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-central-governorate-sanad-767766.html,Land,"BHD204,291",Exclusive,"Residential land (RA) for sale, located in Sanad",Sanad,Central Governorate,0,0,"10,742 sqft / 998 sqm",,Hesham Ismaeel,Carlton Real Estate,
7125,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-manama-abraj-al-lulu-767526.html,Apartment,"BHD75,000",Exclusive,PROPERLY DESIGN\ LOCATION WISE\ CONVENIENCE LIVING,"Abraj Al Lulu, Manama",Capital Governorate,2,3,"1,410 sqft / 131 sqm",31 Jan 2024,Reina San Pascual,Pegasus Real Estate,15
7126,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-manama-abraj-al-lulu-767431.html,Apartment,"BHD145,000",Exclusive,MODERN AMENITIES | SOPHISTICATED STYLE,"Abraj Al Lulu, Manama",Capital Governorate,4,6,"2,842 sqft / 264 sqm",31 Jan 2024,Reina San Pascual,Pegasus Real Estate,20
7127,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-dilmunia-island-essence-of-dilmunia-766602.html,Apartment,"BHD53,000",Exclusive,Spacious 1BR/Sea view/ FF/w ready income,"Essence of Dilmunia, Dilmunia Island",Muharraq Governorate,1,2,904 sqft / 84 sqm,,Svetlana Resheliyan,Al Saie Sons Real Estate Est.,15
7128,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-muharraq-governorate-dilmunia-island-hanging-garden-765667.html,Land,"BHD148,104",Exclusive,Best Deal! Residential Land with SP Zoning,"Hanging Garden, Dilmunia Island",Muharraq Governorate,0,0,"5,479 sqft / 509 sqm",,Mirna Kamal,Carlton Real Estate,
7129,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-muharraq-governorate-diyar-al-muharraq-al-sherooq-763062.html,Villa,"BHD155,000",Exclusive,Big Furnished Villa | Community View | Garden,"Al Sherooq, Diyar Al Muharraq",Muharraq Governorate,5,6,"2,228 sqft / 207 sqm",7 May 2023,Mirna Kamal,Carlton Real Estate,1
7130,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-janabiya-762868.html,Land,"BHD407,068",Exclusive,Residential land for sale located in Janabiya,Janabiya,Northern Governorate,0,0,"21,420 sqft / 1,990 sqm",,Ahmed Al-AAli,Carlton Real Estate,
7131,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-al-markh-762854.html,Land,"BHD356,516",Exclusive,Residential Land Located  in Al Markh,Al Markh,Northern Governorate,0,0,"16,975 sqft / 1,577 sqm",,Ahmed Al-AAli,Carlton Real Estate,
7132,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-seef-762756.html,Apartment,"BHD82,000",Exclusive,Unique sea facing 2 bedroom apartment in Seef,Seef,Capital Governorate,2,2,"1,292 sqft / 120 sqm",23 Aug 2023,Minguel Jacob Fernandes,Century 21 Bahrain,14
7133,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-maqabah-762283.html,Land,"BHD150,000",Exclusive,"RB Land For Sale in Maqabah, Size 395.3m2",Maqabah,Northern Governorate,0,0,"4,252 sqft / 395 sqm",,Ammar Abdulaal,Find Me Real Estate,
7134,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-southern-governorate-riffa-riffa-views-761481.html,Villa,"BHD340,000",Exclusive,Upgraded/ Private pool/ Golf Course View,"Riffa Views, Riffa",Southern Governorate,5+ Maid,6,"6,760 sqft / 628 sqm",,Svetlana Resheliyan,Al Saie Sons Real Estate Est.,11
7135,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-muharraq-governorate-diyar-al-muharraq-761335.html,Land,"BHD113,687",Exclusive,"Land For Sale in Diyar Al Muharraq The Price Is 113,687",Diyar Al Muharraq,Muharraq Governorate,0,0,"3,918 sqft / 364 sqm",,Ali Najah,Grnata,
7136,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-bahrain-bay-760938.html,Apartment,"BHD59,000",Exclusive,Furnished | Freehold | Bahrain Bay,Bahrain Bay,Capital Governorate,studio,1,452 sqft / 42 sqm,18 Feb 2025,Abdulla Alkhan,Seniors Real Estate,9
7137,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-sadad-760704.html,Land,"BHD86,000",Exclusive,land for sale located in Sadad area,Sadad,Northern Governorate,0,0,"4,306 sqft / 400 sqm",,Ahmed Al-AAli,Carlton Real Estate,
7138,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-manama-bahrain-financial-harbour-760555.html,Apartment,"BHD195,000",Exclusive,Excellent deal /3BR with stunning views!,"Bahrain Financial Harbour, Manama",Capital Governorate,3,4,"2,637 sqft / 245 sqm",14 Jan 2024,Svetlana Resheliyan,Al Saie Sons Real Estate Est.,12
7139,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-muharraq-governorate-arad-760392.html,Land,"BHD153,000",Exclusive,Land for Sale in Arad,Arad,Muharraq Governorate,0,none,"6,114 sqft / 568 sqm",14 Jan 2024,Rashed Alnaham,Al Naham Real Estate,
7140,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-dilmunia-island-hanging-garden-757839.html,Apartment,"BHD115,000",Exclusive,Modern Furnished Apartment-Waterpark View,"Hanging Garden, Dilmunia Island",Muharraq Governorate,2,3,"2,002 sqft / 186 sqm",,Mirna Kamal,Carlton Real Estate,1
7141,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-757671.html,Apartment,"BHD68,000",Exclusive,Big Balcony | Seaview | Negotiable Price,"Amwaj Avenue, Amwaj Islands",Muharraq Governorate,1,2,"1,076 sqft / 100 sqm",,Mirna Kamal,Carlton Real Estate,12
7142,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-757579.html,Villa,"BHD360,000",Exclusive,Luxury | Beach Front | Spacious fit for Family,"Amwaj Avenue, Amwaj Islands",Muharraq Governorate,5,6,"6,243 sqft / 580 sqm",2 Nov 2023,Osama Abdullah Jamal Al Qadhi,Purple Properties,7
7143,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-maqabah-757337.html,Land,"BHD148,925",Exclusive,Residential land for sale located in Maqabah area,Maqabah,Northern Governorate,0,0,"4,252 sqft / 395 sqm",,Ahmed Al-AAli,Carlton Real Estate,
7144,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-hamala-757314.html,Land,"BHD73,304",Exclusive,Residential land for sale located in Hamala area,Hamala,Northern Governorate,0,0,"2,153 sqft / 200 sqm",,Ahmed Al-AAli,Carlton Real Estate,
7145,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-hamala-757299.html,Land,"BHD73,414",Exclusive,Residential land for sale located in Hamala area,Hamala,Northern Governorate,0,0,"2,153 sqft / 200 sqm",,Ahmed Al-AAli,Carlton Real Estate,
7146,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-hamala-757277.html,Land,"BHD73,304",Exclusive,Residential land for sale located in Hamala area,Hamala,Northern Governorate,0,0,"2,153 sqft / 200 sqm",,Ahmed Al-AAli,Carlton Real Estate,
7147,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-hamala-755462.html,Land,"BHD1,187,419",Exclusive,Residential land for sale located in Hamala area,Hamala,Northern Governorate,0,0,"62,495 sqft / 5,806 sqm",,Ahmed Al-AAli,Carlton Real Estate,
7148,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-karrana-755442.html,Land,"BHD534,700",Exclusive,Residential Land Located in the Karranah,Karrana,Northern Governorate,0,0,"32,399 sqft / 3,010 sqm",,Ahmed Al-AAli,Carlton Real Estate,
7149,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-central-governorate-tubli-755121.html,Villa,"BHD245,000",Exclusive,Villa For Sale in Tubli,Tubli,Central Governorate,7+,7+,"5,005 sqft / 465 sqm",,Ammar Abdulaal,Find Me Real Estate,1
7150,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-northern-governorate-dumistan-754739.html,Villa,"BHD132,000",Exclusive,Villa For Sale in Dumistan,Dumistan,Northern Governorate,5,6,"2,400 sqft / 223 sqm",,Ammar Abdulaal,Find Me Real Estate,1
7151,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-central-governorate-jid-ali-753979.html,Land,"BHD102,000",Exclusive,"RB Land For Sale in JidAli, Size 388m2",Jid Ali,Central Governorate,0,0,"4,176 sqft / 388 sqm",,Ammar Abdulaal,Find Me Real Estate,
7152,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-northern-governorate-hamala-753336.html,Villa,"BHD310,000",Exclusive,Furnished | Luxury | Near to Al Liwan Mall,Hamala,Northern Governorate,4+ Maid,6,"4,973 sqft / 462 sqm",1 Mar 2025,Mohamed Alaynati,Seniors Real Estate,10
